agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips,addr1,addr2
University of Texas Health Science Center Police,94.0,Special jurisdiction,TX,Harris,Houston,77030,48201,,
Florence Police Department,94.0,Local police department,AL,Lauderdale,Florence,35630,1077,,
University of Medicine & Dentistry of New Jersey,94.0,Special jurisdiction,NJ,Essex,Newark,7107,34013,,
Iowa Department of Natural Resources - Bureau of Law Enforcement,94.0,Special jurisdiction,IA,Polk,Des Moines,50319,19153,,
James City County Police Dept.,94.0,Local police department,VA,James City,Williamsburg,23187,51095,,
Buena Park Police Department,94.0,Local police department,CA,Orange,Buena Park,90622,6059,,
Rome Police Department,94.0,Local police department,GA,Floyd,Rome,30161,13115,,
Rock County Sheriff's Office,94.0,Sheriff's office,WI,Rock,Janesville,53545,55105,,
Livermore Police Department,94.0,Local police department,CA,Alameda,Livermore,94550,6001,,
Georgia Department of.Natural Resources - Parks Division,94.0,Special jurisdiction,GA,Fulton,Atlanta,30304,13121,,
Texarkana Police Department,94.0,Local police department,TX,Bowie,Texarkana,75501,48037,,
Abington Township Police Department,93.0,Local police department,PA,Montgomery,Abington,19001,42091,,
Sayreville Police,93.0,Local police department,NJ,Middlesex,Sayreville,8872,34023,,
Midwest City Police Department,93.0,Local police department,OK,Oklahoma,Midwest City,73110,40109,,
League City Police Department,93.0,Local police department,TX,Galveston,League City,77573,48167,,
Gretna Police Department,93.0,Local police department,LA,Jefferson,Gretna,70053,22051,,
Haverhill Police Department,93.0,Local police department,MA,Essex,Haverhill,1830,25009,,
Paramus Police,93.0,Local police department,NJ,Bergen,Paramus,7652,34003,,
Enid Police Department,93.0,Local police department,OK,Garfield,Enid,73702,40047,,
Lancaster County Sheriff's Office,93.0,Sheriff's office,SC,Lancaster,Lancaster,29720,45057,,
Palm Springs Police Department,93.0,Local police department,CA,Riverside,Palm Springs,92263,6065,,
Palo Alto Police Department,93.0,Local police department,CA,Santa Clara,Palo Alto,94301,6085,,
Gila River Tribal Police Department,93.0,Local police department,AZ,Pinal,Sacaton,85247,4021,,
Wauwatosa Police Department,93.0,Local police department,WI,Milwaukee,Wauwatosa,53226,55079,,
College Park Police Department,93.0,Local police department,GA,Fulton,College Park,30337,13121,,
Potter County Sheriff's Office,93.0,Sheriff's office,TX,Potter,Amarillo,79101,48375,,
Jasper County Sheriff's Office,93.0,Sheriff's office,MO,Jasper,Carthage,64836,29097,,
Smyrna Police Department,93.0,Local police department,GA,Cobb,Smyrna,30080,13067,,
St. Lawrence County Sheriff's Office,92.0,Sheriff's office,NY,St. Lawrence,Canton,1361,36089,,
Taylor Police Department,92.0,Local police department,MI,Wayne,Taylor,48180,26163,,
Bellevue Police Dept,92.0,Local police department,NE,Sarpy,Bellevue,68005,31153,,
Mohave County Sheriff's Office,92.0,Sheriff's office,AZ,Mohave,Kingman,86402,4015,,
East Brunswick Township Police,92.0,Local police department,NJ,Middlesex,East Brunswick,8816,34023,,
Saginaw Police Department,92.0,Local police department,MI,Saginaw,Saginaw,48607,26145,,
Wilson County Sheriffs Office,92.0,Sheriff's office,NC,Wilson,Wilson,27894,37195,,
Auburn Police Department,92.0,Local police department,WA,King,Auburn,98002,53033,,
Wilkes Barre City Police Department,92.0,Local police department,PA,Luzerne,Wilkes Barre,18701,42079,,
Chelsea Police Department,92.0,Local police department,MA,Suffolk,Chelsea,2150,25025,,
Joplin Police Department,92.0,Local police department,MO,Jasper,Joplin,64801,29097,,
Orangeburg County Sheriff's Office,92.0,Sheriff's office,SC,Orangeburg,Orangeburg,29118,45075,,
Hendersonville Police Department,92.0,Local police department,TN,Sumner,Hendersonville,37075,47165,,
Parma Police Department,92.0,Local police department,OH,Cuyahoga,Parma,44129,39035,,
Kane County Sheriff's Office,92.0,Sheriff's office,IL,Kane,Geneva,60134,17089,,
Hallandale Beach Police Department,92.0,Local police department,FL,Broward,Hallandale,33009,12011,,
Wisconsin Department of Justice - Criminal Investigation Division,92.0,Special jurisdiction,WI,Dane,Madison,53707,55025,,
Doral Police Department,92.0,Local police department,FL,Miami-Dade,Doral,33166,12086,,
Alabama Department of Forensic Sciences,92.0,Special jurisdiction,AL,Lee,Auburn,36831,1081,,
New Braunfels Police Department,92.0,Local police department,TX,Comal,New Braunfels,78130,48091,,
Ohio Department of Public Safety - Investigative Unit,92.0,Special jurisdiction,OH,Franklin,Columbus,43223,39049,,
Anderson Police Department,91.0,Local police department,SC,Anderson,Anderson,29624,45007,,
Berks County Sheriff's Office,91.0,Sheriff's office,PA,Berks,Reading,19601,42011,,
Manassas Police Department,91.0,Local police department,VA,Manassas City,Manassas,20110,51683,,
Bergen County Police,91.0,Local police department,NJ,Bergen,Hackensack,7601,34003,,
Washington County Sheriff's Office,91.0,Sheriff's office,MN,Washington,Stillwater,55082,27163,,
Gardena Police Department,91.0,Local police department,CA,Los Angeles,Gardena,90247,6037,,
Nevada Gaming Control Board,91.0,Special jurisdiction,NV,Clark,Las Vegas,89101,32003,,
Humboldt County Sheriff's Office,91.0,Sheriff's office,CA,Humboldt,Eureka,95501,6023,,
Lake Havasu City Police Department,91.0,Local police department,AZ,Mohave,Lake Havasu City,86403,4015,,
Douglasville Police Department,91.0,Local police department,GA,Douglas,Douglasville,30134,13097,,
Austin Airport Police,91.0,Special jurisdiction,TX,Travis,Austin,78719,48453,,
Calumet City Police Dept,91.0,Local police department,IL,Cook,Calumet City,60409,17031,,
West Chester Police Department,90.0,Local police department,OH,Butler,West Chester,45069,39017,,
Casper Police Department,90.0,Local police department,WY,Natrona,Casper,82601,56025,,
Brazos County Sheriff's Office,90.0,Sheriff's office,TX,Brazos,Bryan,77803,48041,,
La Plata County Sheriff's Office,90.0,Sheriff's office,CO,La Plata,Durango,81303,8067,,
Gloucester County Sheriff's Office,90.0,Sheriff's office,NJ,Gloucester,Woodbury,8096,34015,,
St. Landry Parish Sheriff's Office,90.0,Sheriff's office,LA,St. Landry,Opelousas,70571,22097,,
Grapevine Police Department,90.0,Local police department,TX,Tarrant,Grapevine,76051,48439,,
Kennewick Police Department,90.0,Local police department,WA,Benton,Kennewick,99336,53005,,
Orangetown Town Police Department,90.0,Local police department,NY,Rockland,Orangeburg,10962,36087,,
Rockingham County Sheriff's Office,90.0,Sheriff's office,NC,Rockingham,Wentworth,27375,37157,,
Pennsauken Police,90.0,Local police department,NJ,Camden,Pennsauken,8109,34007,,
Muskogee Police Department,90.0,Local police department,OK,Muskogee,Muskogee,74402,40101,,
Piscataway Township Police,90.0,Local police department,NJ,Middlesex,Piscataway,8854,34023,,
New Bern Police Department,90.0,Local police department,NC,Craven,New Bern,28563,37049,,
Asbury Park Police,90.0,Local police department,NJ,Monmouth,Asbury Park,7712,34025,,
Orem Department of Public Safety,90.0,Local police department,UT,Utah,Orem,84057,49049,,
New Jersey Department of Environmental Protection,90.0,Special jurisdiction,NJ,Burlington,Trenton,8625,34005,,
New London Police Department,90.0,Local police department,CT,New London,New London,6320,9011,,
Dover Police Department,90.0,Local police department,DE,Kent,Dover,19904,10001,,
Harrison County Sheriff's Office,90.0,Sheriff's office,MS,Harrison,Gulfport,39501,28047,,
Commerce City Police Department,90.0,Local police department,CO,Adams,Commerce City,80022,8001,,
New Jersey State Park Police,90.0,Special jurisdiction,NJ,Burlington,Trenton,8625,34005,,
Tracy Police Department,90.0,Local police department,CA,San Joaquin,Tracy,95376,6077,,
University of Maryland - College Park Police,90.0,Special jurisdiction,MD,Prince Georges,College Park,20742,24033,,
National City Police Department,90.0,Local police department,CA,San Diego,National City,91950,6073,,
Murrieta Police Department,90.0,Local police department,CA,Riverside,Murrieta,92562,6065,,
Indianapolis Public Schools Police,90.0,Special jurisdiction,IN,Marion,Indianapolis,46202,18097,,
Jackson County Sheriff's Office,89.0,Sheriff's office,GA,Jackson,Jefferson,30549,13157,,
Fishers Police,89.0,Local police department,IN,Hamilton,Fishers,46038,18057,,
Roseville Police Department,89.0,Local police department,MI,Macomb,Roseville,48066,26099,,
Jackson Township Police,89.0,Local police department,NJ,Ocean,Jackson,8527,34029,,
Oneida County Sheriff's Office,89.0,Sheriff's office,NY,Oneida,Oriskany,13424,36065,,
Burlington Police Dept.,89.0,Local police department,VT,Chittenden,Burlington,5401,50007,,
Ector County Sheriff's Office,89.0,Sheriff's office,TX,Ector,Odessa,79760,48135,,
Florissant Police Department,89.0,Local police department,MO,St. Louis,Florissant,63033,29189,,
Cleveland Police Department,89.0,Local police department,TN,Bradley,Cleveland,37311,47011,,
Coconut Creek Police Department,89.0,Local police department,FL,Broward,Coconut Creek,33063,12011,,
Pennsylvania Fish & Boat Commission - Law Enforcement,89.0,Special jurisdiction,PA,Dauphin,Harrisburg,17106,42043,,
Lambert -  St. Louis Airport Police Dept.,89.0,Special jurisdiction,MO,St. Louis,St. Louis,63145,29189,,
Idaho Falls Police Department,89.0,Local police department,ID,Bonneville,Idaho Falls,83405,16019,,
Chesterfield Police Department,88.0,Local police department,MO,St. Louis,Chesterfield,63017,29189,,
Methuen Police Department,88.0,Local police department,MA,Essex,Methuen,1844,25009,,
Bell County Sheriff's Office,88.0,Sheriff's office,TX,Bell,Belton,76513,48027,,
Johnson County Sheriff's Office,88.0,Sheriff's office,TX,Johnson,Cleburne,76031,48251,,
Jefferson City Police Department,88.0,Local police department,MO,Cole,Jefferson City,65101,29051,,
Salisbury Police Department,88.0,Local police department,MD,Wicomico,Salisbury,21801,24045,,
Smith County Sheriff's Office,88.0,Sheriff's office,TX,Smith,Tyler,75710,48423,,
Wyoming Police Department,88.0,Local police department,MI,Kent,Wyoming,49509,26081,,
Thurston County Sheriff's Office,88.0,Sheriff's office,WA,Thurston,Olympia,98502,53067,,
Loveland Police Department,88.0,Local police department,CO,Larimer,Loveland,80537,8069,,
Winter Park Police Department,88.0,Local police department,FL,Orange,Winter Park,32789,12095,,
Virginia Port Authority Police Dept.,88.0,Special jurisdiction,VA,Norfolk City,Norfolk,23505,51710,,
Dallas I.S.D. Police Dept.,88.0,Special jurisdiction,TX,Dallas,Dallas,75215,48113,,
Ohio Division of Watercraft - Law Enforcement,88.0,Special jurisdiction,OH,Franklin,Columbus,43229,39049,,
Alaska Wildlife Troopers,88.0,Special jurisdiction,AK,Anchorage,Anchorage,99507,2020,,
Pocatello Police Department,88.0,Local police department,ID,Bannock,Pocatello,83206,16005,,
Titusville Police Department,88.0,Local police department,FL,Brevard,Titusville,32780,12009,,
Chico Police Department,88.0,Local police department,CA,Butte,Chico,95928,6007,,
Indiana State Excise Police,88.0,Special jurisdiction,IN,Marion,Indianapolis,46204,18097,,
Folsom Police Department,88.0,Local police department,CA,Sacramento,Folsom,95630,6067,,
Pittsfield Police Department,87.0,Local police department,MA,Berkshire,Pittsfield,1201,25003,,
Clermont County Sheriff's Office,87.0,Sheriff's office,OH,Clermont,Batavia,45103,39025,,
Morristown Police Department,87.0,Local police department,TN,Hamblen,Morristown,37816,47063,,
Bloomington Police,87.0,Local police department,IN,Monroe,Bloomington,47401,18105,,
Carver County Sheriff's Office,87.0,Sheriff's office,MN,Carver,Chaska,55318,27019,,
Germantown Police Department,87.0,Local police department,TN,Shelby,Germantown,38138,47157,,
Ellis County Sheriff's Office,87.0,Sheriff's office,TX,Ellis,Waxahachie,75165,48139,,
Shawnee Police Department,87.0,Local police department,KS,Johnson,Shawnee,66217,20091,,
Okeechobee County Sheriff's Office,87.0,Sheriff's office,FL,Okeechobee,Okeechobee,34973,12093,,
Key West Police Department,87.0,Local police department,FL,Monroe,Key West,33040,12087,,
Dalton Police Department,87.0,Local police department,GA,Whitfield,Dalton,30720,13313,,
Dearborn Heights Police Department,86.0,Local police department,MI,Wayne,Dearborn Heights,48125,26163,,
Grant County Sheriff's Office,86.0,Sheriff's office,WA,Grant,Ephrata,98823,53025,,
Revere Police Department,86.0,Local police department,MA,Suffolk,Revere,2151,25025,,
Winslow Township Police,86.0,Local police department,NJ,Camden,Braddock,8037,34007,,
Milpitas Police Department,86.0,Local police department,CA,Santa Clara,Milpitas,95035,6085,,
Michigan City Police,86.0,Local police department,IN,La Porte,Michigan City,46360,18091,,
Salisbury Police Department,86.0,Local police department,NC,Rowan,Salisbury,28145,37159,,
Washington Township Police,86.0,Local police department,NJ,Gloucester,Sewell,8080,34015,,
Cuyahoga Falls Police Department,86.0,Local police department,OH,Summit,Cuyahoga Falls,44222,39153,,
Bend Police Department,86.0,Local police department,OR,Deschutes,Bend,97701,41017,,
Elyria Police Department,86.0,Local police department,OH,Lorain,Elyria,44035,39093,,
Mount Prospect Police Dept,86.0,Local police department,IL,Cook,Mount Prospect,60056,17031,,
Delaware County Sheriff's Office,86.0,Sheriff's office,OH,Delaware,Delaware,43015,39041,,
Freeport Village Police Department,86.0,Local police department,NY,Nassau,Freeport,11520,36059,,
Burke County Sheriff's Office,86.0,Sheriff's office,NC,Burke,Morganton,28655,37023,,
Niagara Frontier Transportation Authority,86.0,Special jurisdiction,NY,Erie,Buffalo,14209,36029,,
Ross County Sheriff's Office,86.0,Sheriff's office,OH,Ross,Chillicothe,45601,39141,,
"South Carolina Parks, Recreation & Tourism",86.0,Special jurisdiction,SC,Richland,Columbia,29201,45079,,
Panama City Police Department,86.0,Local police department,FL,Bay,Panama City,32405,12005,,
Washington County Sheriff's Office,86.0,Sheriff's office,TN,Washington,Johnson City,37605,47179,,
Wyoming Game & Fish,86.0,Special jurisdiction,WY,Laramie,Cheyenne,82002,56021,,
Bismarck Police Department,85.0,Local police department,ND,Burleigh,Bismarck,58504,38015,,
Royal Oak Police Department,85.0,Local police department,MI,Oakland,Royal Oak,48067,26125,,
Texas City Police Department,85.0,Local police department,TX,Galveston,Texas City,77590,48167,,
Riverhead Town Police Department,85.0,Local police department,NY,Suffolk,Riverhead,11901,36103,,
Harrisonburg Police Department,85.0,Local police department,VA,Harrisonburg City,Harrisonburg,22802,51660,,
Moline Police Department,85.0,Local police department,IL,Rock Island,Moline,61265,17161,,
Wayne County Sheriff's Office,85.0,Sheriff's office,NC,Wayne,Goldsboro,27533,37191,,
Pleasanton Police Department,85.0,Local police department,CA,Alameda,Pleasanton,94566,6001,,
Apopka Police Department,85.0,Local police department,FL,Orange,Apopka,32703,12095,,
Flower Mound Police Department,85.0,Local police department,TX,Denton,Flower Mound,75028,48121,,
Wheeling Police Department,84.0,Local police department,WV,Ohio,Wheeling,26003,54069,,
Rock Island Police Dept,84.0,Local police department,IL,Rock Island,Rock Island,61201,17161,,
Redlands Police Department,84.0,Local police department,CA,San Bernardino,Redlands,92373,6071,,
Sheboygan Police Department,84.0,Local police department,WI,Sheboygan,Sheboygan,53081,55117,,
Newport Police Department,84.0,Local police department,RI,Newport,Newport,2840,44005,,
